date,Temperature,CO2,Humidity,Occupancy
2015-02-02 17:23:59,22.525,814.25,24.89,1
2015-02-02 17:25:00,22.52,824.0,24.976,1
2015-02-02 17:25:59,22.575,834.5,25.075,1
2015-02-02 17:26:59,22.6,837.0,25.0,1
2015-02-02 17:28:00,22.6,841.166666666667,25.0214285714286,1
2015-02-02 17:29:00,22.6,845.333333333333,25.0428571428571,1
2015-02-02 17:30:00,22.6,854.75,25.1,1
2015-02-02 17:31:00,22.6,850.333333333333,25.1,1
2015-02-02 17:31:59,22.6,845.4,25.08,1
2015-02-02 17:32:59,22.6,854.333333333333,25.1666666666667,1
2015-02-02 17:34:00,22.6,849.333333333333,25.0666666666667,0
2015-02-02 17:35:00,22.6,853.0,25.2,0
2015-02-02 17:36:00,22.6,853.0,25.2,0
2015-02-02 17:37:00,22.54,852.0,25.16,0
2015-02-02 17:38:00,22.54,853.6,25.16,0
2015-02-02 17:38:59,22.54,845.6,25.14,0
2015-02-02 17:39:59,22.525,834.25,25.1,0
2015-02-02 17:41:00,22.5,826.4,25.04,0
2015-02-02 17:42:00,22.5,819.6,25.0,0
2015-02-02 17:43:00,22.5,829.6,25.0,0
2015-02-02 17:44:00,22.5,824.0,25.0,0
2015-02-02 17:44:59,22.5,814.2,24.912,0
2015-02-02 17:45:59,22.5,813.5,24.89,0
2015-02-02 17:47:00,22.5,813.8,24.89,0
2015-02-02 17:48:00,22.5,811.0,24.89,0
2015-02-02 17:49:00,22.478,804.6,24.87,0
2015-02-02 17:50:00,22.456,807.8,24.83,0
2015-02-02 17:51:00,22.5,802.333333333333,24.8566666666667,0
2015-02-02 17:51:59,22.4175,796.75,24.7475,0
2015-02-02 17:53:00,22.456,794.4,24.81,0
2015-02-02 17:54:00,22.39,790.6,24.7,0
2015-02-02 17:55:00,22.4175,789.75,24.7225,0
2015-02-02 17:55:59,22.39,782.2,24.7,0
2015-02-02 17:57:00,22.39,772.25,24.7225,1
2015-02-02 17:57:59,22.39,772.925,24.7170833333333,1
2015-02-02 17:58:59,22.39,773.6,24.7116666666667,1
2015-02-02 18:00:00,22.39,773.75,24.625,1
2015-02-02 18:01:00,22.39,771.8,24.754,1
2015-02-02 18:02:00,22.39,782.8,24.912,1
2015-02-02 18:03:00,22.39,796.5,25.245,1
2015-02-02 18:04:00,22.39,809.0,25.0925,1
2015-02-02 18:04:59,22.39,805.5,25.0,0
2015-02-02 18:06:00,22.35,791.4,24.978,0
2015-02-02 18:07:00,22.3233333333333,779.333333333333,25.0,0
2015-02-02 18:08:00,22.365,780.75,24.9725,0
2015-02-02 18:08:59,22.315,781.75,24.89,0
2015-02-02 18:10:00,22.29,781.0,24.9175,0
2015-02-02 18:10:59,22.29,778.4,24.912,0
2015-02-02 18:11:59,22.26,769.333333333333,24.8566666666667,0
2015-02-02 18:13:00,22.254,766.5,24.85,0
2015-02-02 18:14:00,22.23,763.25,24.7933333333333,0
2015-02-02 18:15:00,22.26,762.333333333333,24.8233333333333,0
2015-02-02 18:16:00,22.2,761.5,24.79,0
2015-02-02 18:16:59,22.2,761.0,24.79,0
2015-02-02 18:17:59,22.2,757.0,24.736,0
2015-02-02 18:19:00,22.2,752.333333333333,24.79,0
2015-02-02 18:20:00,22.1333333333333,748.666666666667,24.7,0
2015-02-02 18:21:00,22.1,746.25,24.7,0
2015-02-02 18:22:00,22.15,745.25,24.7225,0
2015-02-02 18:23:00,22.1,740.666666666667,24.7,0
2015-02-02 18:23:59,22.1,738.0,24.7,0
2015-02-02 18:24:59,22.1333333333333,732.666666666667,24.7,0
2015-02-02 18:26:00,22.1,727.0,24.7,0
2015-02-02 18:27:00,22.1,716.0,24.675,0
2015-02-02 18:28:00,22.0666666666667,723.25,24.6666666666667,0
2015-02-02 18:29:00,22.0666666666667,718.333333333333,24.6666666666667,0
2015-02-02 18:29:59,22.0,716.6,24.58,0
2015-02-02 18:30:59,21.978,714.0,24.6,0
2015-02-02 18:32:00,21.978,714.2,24.56,0
2015-02-02 18:33:00,21.945,715.0,24.6,0
2015-02-02 18:34:00,21.9266666666667,706.666666666667,24.5,0
2015-02-02 18:35:00,21.89,706.0,24.5,0
2015-02-02 18:36:00,21.89,698.75,24.525,0
2015-02-02 18:36:59,21.89,692.5,24.5,0
2015-02-02 18:38:00,21.89,694.75,24.5,0
2015-02-02 18:39:00,21.815,697.25,24.4175,0
2015-02-02 18:40:00,21.8233333333333,692.0,24.4633333333333,0
2015-02-02 18:40:59,21.79,691.0,24.39,0
2015-02-02 18:42:00,21.79,689.75,24.39,0
2015-02-02 18:42:59,21.79,689.0,24.39,0
2015-02-02 18:43:59,21.7675,687.0,24.39,0
2015-02-02 18:45:00,21.7675,679.75,24.365,0
2015-02-02 18:46:00,21.754,668.4,24.35,0
2015-02-02 18:47:00,21.7,665.666666666667,24.29,0
2015-02-02 18:48:00,21.7,664.75,24.29,0
2015-02-02 18:49:00,21.7,668.0,24.29,0
2015-02-02 18:49:59,21.7,661.25,24.29,0
2015-02-02 18:51:00,21.64,658.2,24.236,0
2015-02-02 18:52:00,21.6,656.0,24.2,0
2015-02-02 18:53:00,21.6,654.8,24.2,0
2015-02-02 18:53:59,21.6,653.75,24.2225,0
2015-02-02 18:55:00,21.5,650.333333333333,24.26,0
2015-02-02 18:55:59,21.5,650.75,24.2,0
2015-02-02 18:56:59,21.55,648.25,24.2,0
2015-02-02 18:58:00,21.5,640.333333333333,24.2,0
2015-02-02 18:59:00,21.5,638.0,24.2,0
2015-02-02 19:00:00,21.5,636.25,24.2,0
2015-02-02 19:01:00,21.5,636.333333333333,24.2,0
2015-02-02 19:01:59,21.5,635.75,24.15,0
2015-02-02 19:02:59,21.5,635.5,24.175,0
2015-02-02 19:04:00,21.5,627.5,24.125,0
2015-02-02 19:05:00,21.5,626.25,24.15,0
2015-02-02 19:06:00,21.5,621.5,24.125,0
2015-02-02 19:07:00,21.5,621.75,24.1,0
2015-02-02 19:08:00,21.5,620.666666666667,24.1,0
2015-02-02 19:08:59,21.5,617.0,24.1,0
2015-02-02 19:09:59,21.5,612.75,24.1,0
2015-02-02 19:11:00,21.4725,614.5,24.075,0
2015-02-02 19:12:00,21.39,617.333333333333,24.0,0
2015-02-02 19:13:00,21.4266666666667,614.25,23.9266666666667,0
2015-02-02 19:14:00,21.39,610.75,23.9725,0
2015-02-02 19:14:59,21.39,603.0,23.9175,0
2015-02-02 19:15:59,21.39,603.5,23.945,0
2015-02-02 19:17:00,21.365,602.0,23.89,0
2015-02-02 19:18:00,21.3233333333333,605.666666666667,24.0,0
2015-02-02 19:19:00,21.34,604.5,23.9725,0
2015-02-02 19:20:00,21.315,599.0,23.9725,0
2015-02-02 19:21:00,21.3566666666667,600.0,24.0,0
2015-02-02 19:21:59,21.39,596.5,23.9725,0
2015-02-02 19:23:00,21.315,597.5,23.89,0
2015-02-02 19:24:00,21.29,594.0,23.945,0
2015-02-02 19:25:00,21.29,590.5,23.9725,0
2015-02-02 19:25:59,21.29,586.666666666667,23.89,0
2015-02-02 19:27:00,21.29,588.0,23.9266666666667,0
2015-02-02 19:27:59,21.29,585.5,23.89,0
2015-02-02 19:28:59,21.29,584.5,23.89,0
2015-02-02 19:30:00,21.254,587.2,23.85,0
2015-02-02 19:31:00,21.23,585.0,23.8233333333333,0
2015-02-02 19:32:00,21.218,579.4,23.81,0
2015-02-02 19:33:00,21.2,579.333333333333,23.79,0
2015-02-02 19:34:00,21.2,581.6,23.79,0
2015-02-02 19:34:59,21.2,581.666666666667,23.79,0
2015-02-02 19:36:00,21.2,577.5,23.79,0
2015-02-02 19:37:00,21.2,577.333333333333,23.79,0
2015-02-02 19:38:00,21.2,574.25,23.7675,0
2015-02-02 19:38:59,21.2,569.0,23.745,0
2015-02-02 19:40:00,21.2,565.333333333333,23.76,0
2015-02-02 19:40:59,21.2,561.4,23.7,0
2015-02-02 19:41:59,21.2,567.333333333333,23.79,0
2015-02-02 19:43:00,21.175,565.333333333333,23.7,0
2015-02-02 19:44:00,21.1666666666667,563.5,23.7,0
2015-02-02 19:45:00,21.125,559.0,23.675,0
2015-02-02 19:46:00,21.1,559.5,23.65,0
2015-02-02 19:46:59,21.125,550.5,23.65,0
2015-02-02 19:47:59,21.1,553.0,23.6,0
2015-02-02 19:49:00,21.1333333333333,552.0,23.6,0
2015-02-02 19:50:00,21.1,553.25,23.6,0
2015-02-02 19:51:00,21.1,545.75,23.6,0
2015-02-02 19:52:00,21.1,548.0,23.6,0
2015-02-02 19:53:00,21.1,547.0,23.6,0
2015-02-02 19:53:59,21.1,545.75,23.575,0
2015-02-02 19:54:59,21.1,544.0,23.5333333333333,0
2015-02-02 19:56:00,21.1,545.5,23.4725,0
2015-02-02 19:57:00,21.1,547.0,23.4725,0
2015-02-02 19:58:00,21.1,545.25,23.5,0
2015-02-02 19:59:00,21.1,541.25,23.5,0
2015-02-02 19:59:59,21.125,540.75,23.5,0
2015-02-02 20:00:59,21.1,533.333333333333,23.5,0
2015-02-02 20:02:00,21.1333333333333,528.0,23.5,0
2015-02-02 20:03:00,21.1,537.75,23.3925,0
2015-02-02 20:04:00,21.1,539.5,23.4725,0
2015-02-02 20:05:00,21.1,535.25,23.5,0
2015-02-02 20:06:00,21.1,537.25,23.5,0
2015-02-02 20:06:59,21.1,535.25,23.5,0
2015-02-02 20:08:00,21.1,533.4,23.5,0
2015-02-02 20:09:00,21.1,524.5,23.5,0
2015-02-02 20:10:00,21.1,524.8,23.434,0
2015-02-02 20:10:59,21.1,522.666666666667,23.39,0
2015-02-02 20:12:00,21.1,521.0,23.39,0
2015-02-02 20:12:59,21.125,519.75,23.39,0
2015-02-02 20:13:59,21.1,523.0,23.39,0
2015-02-02 20:15:00,21.1,523.0,23.39,0
2015-02-02 20:16:00,21.1,519.0,23.39,0
2015-02-02 20:17:00,21.1,519.5,23.365,0
2015-02-02 20:18:00,21.1,519.75,23.39,0
2015-02-02 20:19:00,21.1,520.0,23.365,0
2015-02-02 20:19:59,21.1,524.6,23.33,0
2015-02-02 20:21:00,21.075,520.25,23.315,0
2015-02-02 20:22:00,21.075,519.0,23.34,0
2015-02-02 20:23:00,21.1,523.2,23.29,0
2015-02-02 20:23:59,21.0333333333333,517.666666666667,23.29,0
2015-02-02 20:25:00,21.02,514.2,23.29,0
2015-02-02 20:25:59,21.025,516.5,23.29,0
2015-02-02 20:26:59,21.0,521.0,23.29,0
2015-02-02 20:28:00,21.0,520.0,23.29,0
2015-02-02 20:29:00,21.0,517.8,23.254,0
2015-02-02 20:30:00,21.0,514.333333333333,23.26,0
2015-02-02 20:31:00,21.0,516.75,23.2675,0
2015-02-02 20:31:59,21.0,520.75,23.29,0
2015-02-02 20:32:59,21.0,519.333333333333,23.29,0
2015-02-02 20:34:00,21.0,519.0,23.29,0
2015-02-02 20:35:00,21.0,509.75,23.29,0
2015-02-02 20:36:00,21.0,508.5,23.29,0
2015-02-02 20:37:00,20.9725,504.5,23.29,0
2015-02-02 20:38:00,21.0,506.5,23.29,0
2015-02-02 20:38:59,20.9725,509.0,23.29,0
2015-02-02 20:39:59,20.9633333333333,507.25,23.29,0
2015-02-02 20:41:00,21.0,509.333333333333,23.29,0
2015-02-02 20:42:00,20.89,509.666666666667,23.2,0
2015-02-02 20:43:00,20.89,508.25,23.245,0
2015-02-02 20:44:00,20.89,510.25,23.2225,0
2015-02-02 20:44:59,20.89,504.0,23.254,0
2015-02-02 20:45:59,20.89,499.333333333333,23.26,0
2015-02-02 20:47:00,20.89,495.0,23.2225,0
2015-02-02 20:48:00,20.89,496.25,23.2,0
2015-02-02 20:49:00,20.89,494.75,23.2,0
2015-02-02 20:50:00,20.89,492.5,23.2,0
2015-02-02 20:51:00,20.89,494.25,23.2,0
2015-02-02 20:51:59,20.89,492.333333333333,23.2,0
2015-02-02 20:53:00,20.89,493.75,23.125,0
2015-02-02 20:54:00,20.89,484.75,23.125,0
2015-02-02 20:55:00,20.89,489.25,23.1,0
2015-02-02 20:55:59,20.89,494.5,23.1,0
2015-02-02 20:57:00,20.89,495.666666666667,23.1,0
2015-02-02 20:57:59,20.89,501.5,23.1,0
2015-02-02 20:58:59,20.89,499.666666666667,23.1,0
2015-02-02 21:00:00,20.89,492.5,23.1,0
2015-02-02 21:01:00,20.89,494.25,23.1,0
2015-02-02 21:02:00,20.89,494.0,23.1,0
2015-02-02 21:03:00,20.9725,489.25,23.1,0
2015-02-02 21:04:00,20.9175,490.0,23.1,0
2015-02-02 21:04:59,20.89,495.5,23.1,0
2015-02-02 21:06:00,20.89,498.0,23.05,0
2015-02-02 21:07:00,20.89,495.0,23.05,0
2015-02-02 21:08:00,20.912,490.2,23.0,0
2015-02-02 21:08:59,20.9266666666667,492.333333333333,23.0,0
2015-02-02 21:10:00,20.89,491.666666666667,23.0,0
2015-02-02 21:10:59,20.89,488.0,22.956,0
2015-02-02 21:11:59,20.934,488.0,22.934,0
2015-02-02 21:13:00,20.89,485.0,23.0,0
2015-02-02 21:14:00,20.89,490.0,23.0,0
2015-02-02 21:15:00,20.9175,489.5,22.9725,0
2015-02-02 21:16:00,20.89,485.25,22.945,0
2015-02-02 21:16:59,20.89,485.666666666667,22.89,0
2015-02-02 21:17:59,20.9175,485.0,22.945,0
2015-02-02 21:19:00,20.89,485.2,22.956,0
2015-02-02 21:20:00,20.945,484.0,22.89,0
2015-02-02 21:21:00,20.89,483.0,22.9175,0
2015-02-02 21:22:00,20.89,481.0,22.89,0
2015-02-02 21:23:00,20.89,476.5,22.89,0
2015-02-02 21:23:59,20.89,475.0,22.89,0
2015-02-02 21:24:59,20.89,476.0,22.89,0
2015-02-02 21:26:00,20.89,478.5,22.89,0
2015-02-02 21:27:00,20.89,481.0,22.89,0
2015-02-02 21:28:00,20.89,483.0,22.89,0
2015-02-02 21:29:00,20.8566666666667,480.25,22.8566666666667,0
2015-02-02 21:29:59,20.89,480.25,22.89,0
2015-02-02 21:30:59,20.89,470.75,22.865,0
2015-02-02 21:32:00,20.89,474.75,22.89,0
2015-02-02 21:33:00,20.89,482.25,22.865,0
2015-02-02 21:34:00,20.89,480.333333333333,22.89,0
2015-02-02 21:35:00,20.89,480.0,22.89,0
2015-02-02 21:36:00,20.89,481.5,22.84,0
2015-02-02 21:36:59,20.89,483.5,22.84,0
2015-02-02 21:38:00,20.89,475.6,22.79,0
2015-02-02 21:39:00,20.89,475.333333333333,22.76,0
2015-02-02 21:40:00,20.89,477.666666666667,22.815,0
2015-02-02 21:40:59,20.89,475.75,22.79,0
2015-02-02 21:42:00,20.89,479.166666666667,22.79,0
2015-02-02 21:42:59,20.865,475.0,22.7675,0
2015-02-02 21:43:59,20.865,474.0,22.7675,0
2015-02-02 21:45:00,20.89,477.333333333333,22.79,0
2015-02-02 21:46:00,20.89,473.0,22.79,0
2015-02-02 21:47:00,20.89,470.0,22.7675,0
2015-02-02 21:48:00,20.865,468.75,22.675,0
2015-02-02 21:49:00,20.87,471.4,22.718,0
2015-02-02 21:49:59,20.89,471.0,22.7,0
2015-02-02 21:51:00,20.89,468.0,22.7,0
2015-02-02 21:52:00,20.85,468.6,22.678,0
2015-02-02 21:53:00,20.81,467.4,22.62,0
2015-02-02 21:53:59,20.79,469.0,22.6,0
2015-02-02 21:55:00,20.79,471.25,22.65,0
2015-02-02 21:55:59,20.8233333333333,470.666666666667,22.73,0
2015-02-02 21:56:59,20.79,466.75,22.6,0
2015-02-02 21:58:00,20.79,466.8,22.64,0
2015-02-02 21:59:00,20.79,468.75,22.7,0
2015-02-02 22:00:00,20.79,467.5,22.65,0
2015-02-02 22:01:00,20.79,469.666666666667,22.6333333333333,0
2015-02-02 22:01:59,20.79,469.75,22.7,0
2015-02-02 22:02:59,20.79,469.75,22.6,0
2015-02-02 22:04:00,20.79,467.25,22.6,0
2015-02-02 22:05:00,20.772,461.4,22.6,0
2015-02-02 22:06:00,20.79,469.25,22.6,0
2015-02-02 22:07:00,20.79,468.0,22.625,0
2015-02-02 22:08:00,20.73,469.0,22.6,0
2015-02-02 22:08:59,20.79,467.25,22.6,0
2015-02-02 22:09:59,20.79,467.4,22.6,0
2015-02-02 22:11:00,20.79,467.666666666667,22.6,0
2015-02-02 22:12:00,20.745,471.5,22.6,0
2015-02-02 22:13:00,20.76,471.666666666667,22.6,0
2015-02-02 22:14:00,20.7225,464.75,22.6,0
2015-02-02 22:14:59,20.7225,461.75,22.6,0
2015-02-02 22:15:59,20.7225,458.5,22.6,0
2015-02-02 22:17:00,20.745,459.5,22.55,0
2015-02-02 22:18:00,20.7225,460.5,22.55,0
2015-02-02 22:19:00,20.76,465.333333333333,22.5666666666667,0
2015-02-02 22:20:00,20.7225,465.0,22.5,0
2015-02-02 22:21:00,20.7225,459.0,22.5,0
2015-02-02 22:21:59,20.7675,463.0,22.5,0
2015-02-02 22:23:00,20.745,460.75,22.5,0
2015-02-02 22:24:00,20.7,461.5,22.5,0
2015-02-02 22:25:00,20.7,466.0,22.5,0
2015-02-02 22:25:59,20.7675,460.25,22.5,0
2015-02-02 22:27:00,20.718,457.4,22.52,0
2015-02-02 22:27:59,20.7,464.6,22.5,0
2015-02-02 22:28:59,20.73,464.333333333333,22.5,0
